"Dates","SPY","AGG"
2007-06-30,-0.014644716907753,-0.0037623227650028
2007-07-31,-0.031310192243378,0.01071534636677
2007-08-31,0.01283279568465,0.012806072215166
2007-09-30,0.038701078593767,0.0063359196674886
2007-10-31,0.013566600949448,0.010096165361468
2007-11-30,-0.038732558890368,0.017929349179879
2007-12-31,-0.011334872692038,-0.000045689658569299
2008-01-31,-0.060461059960144,0.023129386181674
2008-02-29,-0.025842528421145,-0.0015992811928459
2008-03-31,-0.0090310911492223,0.0012947624554706
2008-04-30,0.047662301677182,0.0074030911152282
2008-05-31,0.015116527380172,-0.012643373885252
2008-06-30,-0.083500578462447,-0.0018612471786007
2008-07-31,-0.0089857866310568,0.00009960159362547
2008-08-31,0.015453685792736,0.0074305093086709
2008-09-30,-0.094372676191923,-0.01761223535767
2008-10-31,-0.16518662238446,-0.022782838016026
2008-11-30,-0.069606587429379,0.030312192323152
2008-12-31,0.0098314502444192,0.066529107693337
2009-01-31,-0.082114319195796,-0.019865642994242
2009-02-28,-0.10744901346254,-0.010549795209079
2009-03-31,0.083478252939883,0.011018973058094
2009-04-30,0.099346092782172,0.0051536997452633
2009-05-31,0.058453455924353,0.0071125728890431
2009-06-30,-0.00067554892561138,0.0042476206041449
2009-07-31,0.074605777311771,0.01269479599248
2009-08-31,0.03693959188219,0.012212495082477
2009-09-30,0.035454012064919,0.011888424918322
2009-10-31,-0.019225287213762,0.0022104210580338
2009-11-30,0.061606837806235,0.012865336250799
2009-12-31,0.01907026268794,-0.024945667580081
2010-01-31,-0.036342452685886,0.01414865781568
2010-02-28,0.03119470184556,0.0019885196309779
2010-03-31,0.060901799612947,-0.000071493758937136
2010-04-30,0.015470068376068,0.0097336454799796
2010-05-31,-0.07945455061787,0.010825332284073
2010-06-30,-0.051745870622728,0.017678411240344
2010-07-31,0.068300677501447,0.0085524789581675
2010-08-31,-0.04498049455828,0.012866860439746
2010-09-30,0.089552519003648,0.000083915757156668
2010-10-31,0.038202060059635,0.0015251713312422
2010-11-30,0,-0.0083521752092087
2010-12-31,0.066846312562343,-0.0091466701630546
2011-01-31,0.023300143141153,-0.00085106382978719
2011-02-28,0.034737342579744,0.0029125873846959
2011-03-31,0.000104455749401,-0.0022284526009204
2011-04-30,0.028961438387855,0.01567396358356
2011-05-31,-0.011214535501735,0.018735980778405
2011-06-30,-0.016884165065776,-0.0044669885590779
2011-07-31,-0.020004538758774,0.01686103929553
2011-08-31,-0.054975650584155,0.015197973466504
2011-09-30,-0.069448923050938,0.0076997939665377
2011-10-31,0.10914713019625,0.0012604720415117
2011-11-30,-0.0040637609561753,-0.0033240472459589
2011-12-31,0.010438940150007,0.013563119506227
2012-01-31,0.046374557768924,0.0072562358276644
2012-02-29,0.043405396711561,-0.00013142214001734
2012-03-31,0.032157537447202,-0.0057276063342386
2012-04-30,-0.0066756836400212,0.0090614789353414
2012-05-31,-0.060055725318357,0.010786453255719
2012-06-30,0.040526795285068,-0.00019959475011273
2012-07-31,0.0118295439311,0.013619449007583
2012-08-31,0.025052623808232,0.0000030723556103789
2012-09-30,0.025353146956013,0.0026444582401236
2012-10-31,-0.018198200887697,-0.00045413386560698
2012-11-30,0.0056596248039777,0.002706101794952
2012-12-31,0.0089995802623281,-0.0024492971656073
2013-01-31,0.051190174813843,-0.0062117392870003
2013-02-28,0.0127588780112,0.0059168744687311
2013-03-31,0.03797729664249,0.00098907800072339
2013-04-30,0.019212325514934,0.0096865402442705
2013-05-31,0.023609745523974,-0.020015838581095
2013-06-30,-0.013361141864485,-0.015653340624172
2013-07-31,0.051676905020283,0.00268476937481
2013-08-31,-0.029992370280679,-0.0082570907716418
2013-09-30,0.031681630273559,0.011212457019558
2013-10-31,0.04630675692836,0.0083161444575612
2013-11-30,0.029637676815881,-0.002491354892405
2013-12-31,0.025894456973686,-0.0055608492663818
2014-01-31,-0.035248302179346,0.015409189138401
2014-02-28,0.045515772357225,0.0037547147386456
2014-03-31,0.0083106942709441,-0.0014850309083468
2014-04-30,0.0069515161475727,0.0063621508201021
2014-05-31,0.023206388648573,0.011717094192462
2014-06-30,0.020633415149356,0.0013480197825269
2014-07-31,-0.013437589344791,-0.0025107772594256
2014-08-31,0.039463520419774,0.011489547766022
2014-09-30,-0.013791209676055,-0.0061461417986127
2014-10-31,0.023550908059062,0.0088683417784037
2014-11-30,0.02747194728807,0.008332374861247
2014-12-31,-0.0025597972348871,0.00064329598594048
2015-01-31,-0.029629250790137,0.020523065746458
2015-02-28,0.056204598488914,-0.0089479322606422
2015-03-31,-0.015743953622156,0.0037558483769799
2015-04-30,0.0098339101333981,-0.0032339723084014
2015-05-31,0.012856144632097,-0.0043687297730063
2015-06-30,-0.0202909307849,-0.01076203240094
2015-07-31,0.022589234221348,0.0086267100501366
2015-08-31,-0.060950128266033,-0.0033601328959122
2015-09-30,-0.025432198222312,0.0081117549074912
2015-10-31,0.085059685720929,0.00068486280039994
2015-11-30,0.0036551196344243,-0.0038903918954355
2015-12-31,-0.017177048988997,-0.0038285687604358
2016-01-31,-0.049786600524516,0.012406258679752
2016-02-29,-0.00082594982022526,0.0088734636456878
2016-03-31,0.06724459013566,0.0087029053096183
2016-04-30,0.0039412124573529,0.0025923281209407
2016-05-31,0.017011554141312,0.0001385809458303
2016-06-30,0.0034974122439901,0.019308941146042
2016-07-31,0.03647125809569,0.0054892676770378
2016-08-31,0.00119754055816,-0.0021524178923289
2016-09-30,0.00007786844141549,0.00051079479133262
2016-10-31,-0.017337031659681,-0.0081683133116546
2016-11-30,0.036838399856433,-0.025655983121048
2016-12-31,0.020283178700863,0.0025436051940258
2017-01-31,0.017894689830871,0.0021284471589858
2017-02-28,0.039291530959836,0.0064619762342982
2017-03-31,0.0012580937336613,-0.0005406040481194
2017-04-30,0.0099261769337792,0.0090661350894922
2017-05-31,0.01411290310725,0.0068778524007467
2017-06-30,0.0063743173288516,-0.00018026542832083
2017-07-31,0.020554164343828,0.0033451179986508
2017-08-31,0.0029176966405965,0.0094060577070614
2017-09-30,0.020140922208384,-0.0057111341078123
2017-10-31,0.023564064801178,0.00097970689719136
2017-11-30,0.030565817616177,-0.0014838777438903
2017-12-31,0.012086731305384,0.0047478231733738
2018-01-31,0.056359139623772,-0.011250342998262
2018-02-28,-0.036360411493437,-0.010081932212857
2018-03-31,-0.027415494916322,0.0067099628436304
2018-04-30,0.0051681550446515,-0.0094049874291596
2018-05-31,0.024309099844996,0.0066213089022248
2018-06-30,0.0057566173452089,0.001031758173146
2018-07-31,0.037046593925096,-0.000290150106442
2018-08-31,0.031919809476416,0.005682500453591
